id:1, distance:4.529451670059055
id:117, distance:3.58662950327787
id:118, distance:3.0968401443753995
id:119, distance:1.7456489139234534
id:120, distance:1.4763426945176337
id:121, distance:4.53139013601282
id:122, distance:3.7259980109427366
id:123, distance:2.6102396349021766
id:124, distance:1.6289342803548084
id:125, distance:0.22374649059101012
id:126, distance:4.53139013601282
id:127, distance:3.5619160663218286
id:128, distance:2.9107932175574924
id:129, distance:2.0370878803647257
id:130, distance:1.2708751697489964
id:131, distance:4.53139013601282
id:132, distance:3.4546011418981917
id:133, distance:2.8755560235519493
id:134, distance:2.148708195800146
id:135, distance:1.6534547622626605
id:136, distance:4.53139013601282
id:137, distance:4.052722410947423
id:138, distance:3.488517711224184
id:139, distance:2.7437420460054796
id:140, distance:1.8582837648628705
id:141, distance:4.53139013601282
id:142, distance:3.3368305985963023
id:143, distance:2.832607666454573
id:144, distance:2.7719417364932757
id:145, distance:2.2798159276927
id:146, distance:4.531477307397309
id:147, distance:4.110491027551483
id:148, distance:3.7638246212778887
id:149, distance:3.0105354629460988
id:150, distance:1.8581278092770361
id:151, distance:4.531537689755731
id:152, distance:3.739467992266241
id:153, distance:2.673375643979985
id:154, distance:1.390076414058605
id:155, distance:0.34990652943100176
id:156, distance:4.531537689755731
id:157, distance:3.6284916715675433
id:158, distance:2.823798443937556
id:159, distance:2.692296694134293
id:160, distance:2.629790840660099
id:161, distance:4.531537689755731
id:162, distance:4.229828987494053
id:163, distance:3.8278014882093006
id:164, distance:3.5429438053953013
id:165, distance:3.2981552211432095
id:166, distance:4.531537689755731
id:167, distance:3.971265862599516
id:168, distance:3.6514310772893217
id:169, distance:2.530942718578531
id:170, distance:1.9460668740359661
id:171, distance:4.531537689755731
id:172, distance:3.94958381689025
id:173, distance:3.8057371871435266
id:174, distance:3.272485870104169
id:175, distance:3.1171012855934337
id:176, distance:4.531537689755731
id:177, distance:3.751290019653454
id:178, distance:3.3333664929905877
id:179, distance:2.163146639174156
id:180, distance:1.2658073030703505
id:181, distance:4.531537689755731
id:182, distance:3.4417677467747527
id:183, distance:2.81596756934134
id:184, distance:1.9989762128694895
id:185, distance:1.440315685026602
id:186, distance:4.531624861285699
id:187, distance:3.6996657658095353
id:188, distance:2.6857022441858542
id:189, distance:1.6225533807136343
id:190, distance:1.130683455180404
id:191, distance:4.531624861285699
id:192, distance:3.502256035396228
id:193, distance:2.868642292664164
id:194, distance:2.2536329247169817
id:195, distance:2.3180497430293676
id:196, distance:4.531624861285699
id:197, distance:3.5957127220708864
id:198, distance:3.0832337006044144
id:199, distance:2.490172648074436
id:200, distance:1.711406728080048
id:201, distance:4.531624861285699
id:202, distance:4.26793250113707
id:203, distance:3.7290618816480503
id:204, distance:3.0582211299956956
id:205, distance:2.5963479690484936
id:206, distance:4.531624861285699
id:207, distance:4.049010480608708
id:208, distance:3.3538353335318787
id:209, distance:2.2365488583541318
id:210, distance:1.4429241778803048
id:211, distance:4.531624861285699
id:212, distance:3.2034182256991315
id:213, distance:2.3138816690314954
id:214, distance:2.106384751631427
id:215, distance:1.6128255416880826
id:216, distance:4.531624861285699
id:217, distance:3.884281872019481
id:218, distance:3.640977259037539
id:219, distance:2.4841705449214087
id:220, distance:2.055313939051995
id:221, distance:4.531624861285699
id:222, distance:3.368783997245138
id:223, distance:3.2841370507695036
id:224, distance:2.425154123281708
id:225, distance:2.1190259704233303
id:226, distance:4.531537689755731
id:227, distance:4.062374443439134
id:228, distance:3.0872456825126284
id:229, distance:1.9479060986794017
id:230, distance:1.1310811033770962
id:231, distance:4.531537689755731
id:232, distance:3.661789047043941
id:233, distance:2.7753823373923017
id:234, distance:2.508197733388198
id:235, distance:1.8410452138223943
id:236, distance:4.531537689755731
id:237, distance:3.6739366550377897
id:238, distance:2.6427451224844445
id:239, distance:2.204150171692285
id:240, distance:2.1110999426950863
id:241, distance:4.531537689755731
id:242, distance:4.086048777568108
id:243, distance:3.165883506192705
id:244, distance:2.9434805328745934
id:245, distance:2.817787427304534
id:246, distance:4.531537689755731
id:247, distance:3.7685929754481973
id:248, distance:2.690886866023744
id:249, distance:2.4132975003193606
id:250, distance:1.5025302365072621
id:251, distance:4.531537689755731
id:252, distance:3.639095302496967
id:253, distance:2.189068356054834
id:254, distance:1.2966770788867814
id:255, distance:0.9993770767376962
id:256, distance:4.531537689755731
id:257, distance:4.1551574613942694
id:258, distance:3.6682853485580034
id:259, distance:3.437362287759292
id:260, distance:2.7350050999057753
id:261, distance:4.531537689755731
id:262, distance:4.159204174331335
id:263, distance:2.9873454167826243
id:264, distance:2.660229983651284
id:265, distance:2.2817931360490546
id:266, distance:4.531537689755731
id:267, distance:3.687521992677685
id:268, distance:3.573760972496264
id:269, distance:3.008270257594813
id:270, distance:1.8885819869987168
id:271, distance:4.53145051953223
id:272, distance:4.047744404751973
id:273, distance:2.8286673646445064
id:274, distance:2.725703249976854
id:275, distance:2.3557262879187633
id:276, distance:4.53145051953223
id:277, distance:4.025952001414494
id:278, distance:3.8914117870657683
id:279, distance:2.661522993247655
id:280, distance:2.5265903556012623
id:281, distance:4.53139013601282
id:282, distance:4.103925862293056
id:283, distance:3.2020011125636123
id:284, distance:2.1090341660770973
id:285, distance:1.5147417976612916
id:286, distance:4.53139013601282
id:287, distance:4.451088727891929
id:288, distance:3.6699328392279233
id:289, distance:3.0668996391425862
id:290, distance:2.367266420911963
id:291, distance:4.531537689755731
id:292, distance:4.3076017384708525
id:293, distance:3.261883542316914
id:294, distance:2.491026694498165
id:295, distance:2.1427699806430103
id:296, distance:4.531329753210044
id:297, distance:3.9440722223309606
id:298, distance:3.50333180708731
id:299, distance:2.8770959366707194
id:300, distance:2.0568267028767973
id:301, distance:4.531329753210044
id:302, distance:4.229119179381724
id:303, distance:3.641387556127773
id:304, distance:2.6054765033282306
id:305, distance:1.9374512918935534
id:306, distance:4.531329753210044
id:307, distance:3.897432211783313
id:308, distance:3.4887272153112603
id:309, distance:2.354340103528394
id:310, distance:1.6755804870546755
id:311, distance:4.531329753210044
id:312, distance:3.9229264537194446
id:313, distance:3.603063456854938
id:314, distance:3.1118844704718596
id:315, distance:2.8802531618848475
id:316, distance:4.531242581971036
id:317, distance:3.6678615917398547
id:318, distance:3.1983475112730777
id:319, distance:2.572209426334128
id:320, distance:1.7744350816736894
id:321, distance:4.531242581971036
id:322, distance:3.90597494151326
id:323, distance:3.638390660680345
id:324, distance:2.6965769235872408
id:325, distance:2.708141726311251
id:326, distance:4.531182200245219
id:327, distance:3.9765248742126156
id:328, distance:3.118740602429503
id:329, distance:2.060601100356578
id:330, distance:0.9465221981629132
id:331, distance:4.531182200245219
id:332, distance:3.9566490906269713
id:333, distance:3.4343657511883094
id:334, distance:2.020101873076268
id:335, distance:0.9195666300701795
id:336, distance:4.531182200245219
id:337, distance:4.331783100651717
id:338, distance:3.388211354734416
id:339, distance:2.76607348175004
id:340, distance:2.3462908886278258
id:341, distance:4.531329753210044
id:342, distance:4.353050980873356
id:343, distance:3.1725794236305997
id:344, distance:2.82825767195358
id:345, distance:1.960181145623037
id:346, distance:4.531329753210044
id:347, distance:3.402633145189236
id:348, distance:2.5599684437748444
id:349, distance:2.322413093913294
id:350, distance:1.8601327634883489
id:351, distance:4.531329753210044
id:352, distance:3.736428951314225
id:353, distance:3.3333911837432826
id:354, distance:2.237866241220886
id:355, distance:2.26498871236551
id:356, distance:4.531329753210044
id:357, distance:3.775061243891065
id:358, distance:3.5332277107239887
id:359, distance:3.092439510893917
id:360, distance:2.92057437177327
id:361, distance:4.531329753210044
id:362, distance:3.454006486866831
id:363, distance:3.1963296410130564
id:364, distance:2.3425982890306956
id:365, distance:1.335998037849994
id:366, distance:4.519110190905702
id:367, distance:3.875620456462441
id:368, distance:3.588983151362799
id:369, distance:3.396709813510715
id:370, distance:2.4613372741564143
id:371, distance:4.534248903388057
id:372, distance:3.507546934267694
id:373, distance:3.11543656973669
id:374, distance:2.311304155989254
id:375, distance:0.9781029304963703
id:376, distance:4.530700723561286
id:377, distance:3.5298931724610303
id:378, distance:3.0455797016265556
id:379, distance:1.7598653425010535
id:380, distance:0.8835884759776695
id:381, distance:4.529842085930531
id:382, distance:3.6336177581531457
id:383, distance:2.703581790227468
id:384, distance:2.400973344668629
id:385, distance:2.114589275499351
id:386, distance:4.529110200860871
id:387, distance:3.4805866811470083
id:388, distance:2.338538149273602
id:389, distance:1.9176853975025858
id:390, distance:1.9134467741336671
id:391, distance:4.529445147178633
id:392, distance:3.5010512082212646
id:393, distance:3.007476746493453
id:394, distance:2.5063788529666584
id:395, distance:2.4158058229241273
id:396, distance:4.529351175265149
id:397, distance:3.898198903612877
id:398, distance:3.436009677215352
id:399, distance:3.320465508723635
id:400, distance:1.969674444114946
id:401, distance:4.529639508935879
id:402, distance:3.8896625279089245
id:403, distance:3.461276112760488
id:404, distance:2.3252204728987413
id:405, distance:1.5515852336572173
id:406, distance:4.5296327648335994
id:407, distance:3.806538793461124
id:408, distance:3.3068701838369114
id:409, distance:2.5560515073768735
id:410, distance:2.448518644012872
id:411, distance:4.528029990446877
id:412, distance:4.094298315438902
id:413, distance:3.8010226287932896
id:414, distance:3.7367220766830873
id:415, distance:2.873013220893023
id:416, distance:4.52837867979531
id:417, distance:4.478780149711831
id:418, distance:3.789369823477988
id:419, distance:3.4913226565007034
id:420, distance:2.720549779493664
id:421, distance:4.527781692641656
id:422, distance:3.475864636621135
id:423, distance:2.7999751597029134
id:424, distance:2.056973757650915
id:425, distance:1.5143046441373518
id:426, distance:4.527634139366807
id:427, distance:3.386522022493043
id:428, distance:3.1943095586467325
id:429, distance:2.4277676841060813
id:430, distance:1.9571871313820262
id:431, distance:4.527459781331888
id:432, distance:3.2580534954919624
id:433, distance:1.9964823754541086
id:434, distance:1.0601224163233474
id:435, distance:0.9471702631095793
id:436, distance:4.527459781331888
id:437, distance:4.4778956245650905
id:438, distance:3.9651257161645233
id:439, distance:3.3798462472679023
id:440, distance:2.9722522579266935
id:441, distance:4.527573767387188
id:442, distance:3.775959031143948
id:443, distance:3.655314602674813
id:444, distance:2.926310242472484
id:445, distance:2.3836776685696
id:446, distance:4.527486586554159
id:447, distance:4.088407156791004
id:448, distance:3.0048788273964875
id:449, distance:2.507525170132695
id:450, distance:2.1788348328711944
id:451, distance:4.527486586554159
id:452, distance:3.858285006484865
id:453, distance:2.5942723874773663
id:454, distance:1.2808895013254222
id:455, distance:0.5765023235042562
id:456, distance:4.527392659560278
id:457, distance:3.8565724412884648
id:458, distance:3.1742701146125873
id:459, distance:2.719699104524606
id:460, distance:1.8480642906161786
id:461, distance:4.527453027864519
id:462, distance:4.2543671055177255
id:463, distance:3.6881627806047645
id:464, distance:3.1400950086810755
id:465, distance:2.8394569695821006
id:466, distance:4.527453027864519
id:467, distance:4.073678195431773
id:468, distance:3.246576900298174
id:469, distance:2.9427963454465806
id:470, distance:2.3439502098368745
id:471, distance:4.527453027864519
id:472, distance:3.8885235678117
id:473, distance:3.860564807954292
id:474, distance:3.4010077752145733
id:475, distance:3.322501717710727
id:476, distance:4.527540212328538
id:477, distance:3.700304736127591
id:478, distance:3.065142800294936
id:479, distance:1.9696144124093038
id:480, distance:1.316046812829299
id:481, distance:4.527453027864519
id:482, distance:3.9117040227635385
id:483, distance:2.9192488040027613
id:484, distance:3.056041418437749
id:485, distance:3.08968560974646
id:486, distance:4.527540212328538
id:487, distance:3.9345182782531944
id:488, distance:3.1342308336580684
id:489, distance:2.477896434726406
id:490, distance:1.8842724049958082
id:491, distance:4.527540212328538
id:492, distance:4.31414359913382
id:493, distance:3.0131818032386932
id:494, distance:2.9537053350567555
id:495, distance:2.6817873503883165
id:496, distance:4.527540212328538
id:497, distance:4.229198485101305
id:498, distance:3.696511201281247
id:499, distance:3.732038228746451
id:500, distance:2.8319580919862397
id:501, distance:4.527453027864519
id:502, distance:4.023947952638397
id:503, distance:2.9023558528509126
id:504, distance:2.510379813497457
id:505, distance:1.922329726864304
id:506, distance:4.527392659560278
id:507, distance:3.74807422081439
id:508, distance:3.095024177989194
id:509, distance:2.4578278232815562
id:510, distance:1.7736687093065018
id:511, distance:4.527305475241468
id:512, distance:3.736584936992886
id:513, distance:3.4284754787259475
id:514, distance:3.379048732295749
id:515, distance:2.973507036372316
id:516, distance:4.527305475241468
id:517, distance:4.311380324987258
id:518, distance:3.280908109862695
id:519, distance:2.8137481436852743
id:520, distance:1.8468961910485897
id:521, distance:4.527245107254277
id:522, distance:3.9996549109413446
id:523, distance:2.9810260205589723
id:524, distance:2.6043180666358636
id:525, distance:2.4361901615974473
id:526, distance:4.527245107254277
id:527, distance:4.302353518249082
id:528, distance:3.871082221156775
id:529, distance:3.5746726018947146
id:530, distance:2.911594949074717
id:531, distance:4.527245107254277
id:532, distance:3.6270719513049814
id:533, distance:2.3497075695578515
id:534, distance:1.8946830479569976
id:535, distance:1.6520534159076887
id:536, distance:4.527245107254277
id:537, distance:3.4740129377217737
id:538, distance:2.6754927294277873
id:539, distance:1.9059256925146197
id:540, distance:1.4823634883463543
id:541, distance:4.527245107254277
id:542, distance:4.342573271030327
id:543, distance:3.80512861710307
id:544, distance:3.509650992565783
id:545, distance:3.5057947049644054
id:546, distance:4.527184740746137
id:547, distance:3.2818613940511026
id:548, distance:3.1342097175528347
id:549, distance:2.989280057018347
id:550, distance:2.283721347880849
id:551, distance:4.527305475241468
id:552, distance:3.597614117532141
id:553, distance:2.6074441995637065
id:554, distance:2.088515944365711
id:555, distance:1.442266298935808
id:556, distance:4.527305475241468
id:557, distance:3.991793035586824
id:558, distance:3.0768080748843816
id:559, distance:2.63994441024338
id:560, distance:1.776235889016329
id:561, distance:4.527305475241468
id:562, distance:3.8301456281253063
id:563, distance:3.496613387961728
id:564, distance:2.5699433646226186
id:565, distance:1.6090148277822123
id:566, distance:4.527305475241468
id:567, distance:4.204420823536765
id:568, distance:3.290043730097524
id:569, distance:3.134702495186389
id:570, distance:2.7229283072598025
id:571, distance:4.527305475241468
id:572, distance:3.8632498098639534
id:573, distance:2.847469708816111
id:574, distance:2.1785466790721117
id:575, distance:1.446582703060545
id:576, distance:4.527365844707647
id:577, distance:4.383093963778924
id:578, distance:3.55387044080221
id:579, distance:3.283694620498754
id:580, distance:3.1254809661539777
id:581, distance:4.527459781331888
id:582, distance:4.038357412075167
id:583, distance:3.790463976264704
id:584, distance:2.956979297355299
id:585, distance:1.8526403670846852
id:586, distance:4.52752015711414
id:587, distance:4.097047662106073
id:588, distance:3.386927566082279
id:589, distance:2.019930135648547
id:590, distance:1.2501787438896987
id:591, distance:4.52752015711414
id:592, distance:3.391661255546637
id:593, distance:2.4783790929626694
id:594, distance:2.109066854498713
id:595, distance:1.3505851131619804
id:596, distance:4.52752015711414
id:597, distance:3.399333909765021
id:598, distance:2.669404804340632
id:599, distance:1.6988798802147207
id:600, distance:0.933264399285196
id:601, distance:4.527580533613828
id:602, distance:4.512296728482569
id:603, distance:3.8604580367778767
id:604, distance:3.305056486444172
id:605, distance:2.8026653803214643
id:606, distance:4.527580533613828
id:607, distance:3.8303832684682932
id:608, distance:3.1402900718359557
id:609, distance:2.217356455843705
id:610, distance:1.2285150577123607
id:611, distance:4.527580533613828
id:612, distance:4.099674996278499
id:613, distance:3.9225206140891937
id:614, distance:3.6310223611865506
id:615, distance:2.4698763556868797
id:616, distance:4.52764091159219
id:617, distance:3.592566889486706
id:618, distance:2.4831125555177684
id:619, distance:2.0436149541523587
id:620, distance:1.0219275364864613
id:621, distance:4.52764091159219
id:622, distance:3.9556584418276635
id:623, distance:3.555787696315691
id:624, distance:3.0618180568123443
id:625, distance:1.9909635659779297
id:626, distance:4.52764091159219
id:627, distance:3.3280191540267445
id:628, distance:2.9769546438916454
id:629, distance:2.8068920247177465
id:630, distance:1.5769800349694159
id:631, distance:4.527580533613828
id:632, distance:3.636223183488797
id:633, distance:2.859288209077505
id:634, distance:2.4950729500403477
id:635, distance:1.7665131947858246
id:636, distance:4.527580533613828
id:637, distance:3.72020694464453
id:638, distance:3.078021289527502
id:639, distance:2.522304279212609
id:640, distance:1.7895805815236174
id:641, distance:4.527580533613828
id:642, distance:3.665959208825516
id:643, distance:3.4249043092768683
id:644, distance:2.210756718344099
id:645, distance:1.527373257843109
id:646, distance:4.52764091159219
id:647, distance:3.9123362330646243
id:648, distance:3.2276081573773743
id:649, distance:3.1931964303504152
id:650, distance:2.7835104115744826
id:651, distance:4.52764091159219
id:652, distance:3.383377898256663
id:653, distance:2.138705587674267
id:654, distance:1.1008840714428876
id:655, distance:0.7449348822590482
id:656, distance:4.52764091159219
id:657, distance:3.9310084294459187
id:658, distance:3.6378781157165263
id:659, distance:3.3697088725561604
id:660, distance:3.297722870314344
id:661, distance:4.52764091159219
id:662, distance:3.457290428835048
id:663, distance:2.66360343748793
id:664, distance:2.0140192028469026
id:665, distance:1.1584199185390436
id:666, distance:4.52764091159219
id:667, distance:3.286738755896396
id:668, distance:2.8689183163735477
id:669, distance:2.1006404043458287
id:670, distance:1.2352721463965328
id:671, distance:4.527580533613828
id:672, distance:3.892325941213412
id:673, distance:3.6048626824811167
id:674, distance:2.451566869971893
id:675, distance:1.3450339178445068
id:676, distance:4.527580533613828
id:677, distance:4.192603286581699
id:678, distance:3.680522227263141
id:679, distance:2.996396464709291
id:680, distance:2.2024345467729716
id:681, distance:4.527580533613828
id:682, distance:3.6653927356111735
id:683, distance:3.3074801025999436
id:684, distance:2.2932964745943174
id:685, distance:1.380123324690217
id:686, distance:4.527580533613828
id:687, distance:3.476874231370463
id:688, distance:2.6709851116625334
id:689, distance:2.205475339786122
id:690, distance:1.5328712205636423
id:691, distance:4.527580533613828
id:692, distance:4.413474578889991
id:693, distance:3.094937621601699
id:694, distance:2.3893601912330036
id:695, distance:2.0082049286947896
